municipio;homologacao;nome_bem_imaterial_registrado;local_ocorrencia_bem_imaterial_registrado;esfera_de_protecao;categoria;exercicio_aceito_para_efeito_de_pontuacao
São Miguel do Anta;;Violas de Minas;Não informado;ESTADUAL;RI *9;
São Pedro da União;;Folias de Minas;Não informado;ESTADUAL;RI *8;
São Pedro da União;;Violas de Minas;Não informado;ESTADUAL;RI *9;
São Pedro do Suaçuí;;Folias de Minas;Não informado;ESTADUAL;RI *8;
São Pedro do Suaçuí;;Violas de Minas;Não informado;ESTADUAL;RI *9;
São Romão;;Folias de Minas;Não informado;ESTADUAL;RI *8;
São Romão;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
São Romão;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
São Romão;;Violas de Minas;Não informado;ESTADUAL;RI *9;
São Roque de Minas;;Folias de Minas;Não informado;ESTADUAL;RI *8;
São Roque de Minas;;Modos de fazer o Queijo Minas Artesanal;Não informado;FEDERAL;RI *4;
São Roque de Minas;;Violas de Minas;Não informado;ESTADUAL;RI *9;
São Sebastião da Bela Vista;;Violas de Minas;Não informado;ESTADUAL;RI *9;
São Sebastião do Maranhão;;Folias de Minas;Não informado;ESTADUAL;RI *8;
São Sebastião do Maranhão;;Violas de Minas;Não informado;ESTADUAL;RI *9;
São Sebastião do Oeste;;Violas de Minas;Não informado;ESTADUAL;RI *9;
São Sebastião do Paraíso;;Folias de Minas;Não informado;ESTADUAL;RI *8;
São Sebastião do Paraíso;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
São Sebastião do Paraíso;;Violas de Minas;Não informado;ESTADUAL;RI *9;
São Sebastião do Rio Verde;;Folias de Minas;Não informado;ESTADUAL;RI *8;
São Sebastião do Rio Verde;;Violas de Minas;Não informado;ESTADUAL;RI *9;
São Thomé das Letras;;Folias de Minas;Não informado;ESTADUAL;RI *8;
São Thomé das Letras;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
São Thomé das Letras;;Violas de Minas;Não informado;ESTADUAL;RI *9;
São Tiago;;Folias de Minas;Não informado;ESTADUAL;RI *8;
São Tiago;;Modos de fazer o Queijo Minas Artesanal;Não informado;FEDERAL;RI *4;
São Tiago;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
São Tiago;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
São Tiago;;Violas de Minas;Não informado;ESTADUAL;RI *9;
São Tomás de Aquino;;Folias de Minas;Não informado;ESTADUAL;RI *8;
São Tomás de Aquino;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
São Tomás de Aquino;;Violas de Minas;Não informado;ESTADUAL;RI *9;
São Vicente de Minas;;Folias de Minas;Não informado;ESTADUAL;RI *8;
São Vicente de Minas;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Sapucaí Mirim;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Sardoá;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Sardoá;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Sarzedo;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Sarzedo;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Senador Amaral;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Senador Amaral;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Senador Cortes;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Senador Firmino;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Senador Modestino Gonçalves;;Arte em Barro do Jequitinhonha;Não informado;ESTADUAL;RI *10;
Senador Modestino Gonçalves;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Senador Modestino Gonçalves;;Modos de fazer o Queijo Minas Artesanal;Não informado;FEDERAL;RI *4;
Senador Modestino Gonçalves;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Senador Modestino Gonçalves;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Senhora dos Remédios;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Senhora dos Remédios;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Senhora dos Remédios;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Seritinga;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Seritinga;;Modos de fazer o Queijo Minas Artesanal;Não informado;FEDERAL;RI *4;
Seritinga;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Seritinga;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Serra Azul de Minas;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Serra Azul de Minas;;Modo de Fazer o Queijo Artesanal da Região do Serro;Não informado;ESTADUAL;RI *5;
Serra Azul de Minas;;Modos de fazer o Queijo Minas Artesanal;Não informado;FEDERAL;RI *4;
Serra Azul de Minas;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Serra Azul de Minas;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Serra da Saudade;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Serra da Saudade;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Serra da Saudade;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Serra do Salitre;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Serra do Salitre;;Modos de fazer o Queijo Minas Artesanal;Não informado;FEDERAL;RI *4;
Serra do Salitre;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Serra do Salitre;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Serra do Salitre;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Serra dos Aimorés;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Serrania;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Serrania;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Serrania;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Serranópolis de Minas;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Serranópolis de Minas;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Serranópolis de Minas;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Serranos;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Serranos;;Modos de fazer o Queijo Minas Artesanal;Não informado;FEDERAL;RI *4;
Serranos;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Serro;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Serro;;Linguagem dos Sinos;Não informado;FEDERAL;RI *3;
Serro;;Modo de Fazer o Queijo Artesanal da Região do Serro;Não informado;ESTADUAL;RI *5;
Serro;;Modos de fazer o Queijo Minas Artesanal;Não informado;FEDERAL;RI *4;
Serro;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Serro;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Serro;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Sete Lagoas;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Sete Lagoas;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Sete Lagoas;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Setubinha;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Setubinha;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Silveirânia;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Silvianópolis;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Silvianópolis;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Silvianópolis;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Simão Pereira;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Simonésia;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Simonésia;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Soledade de Minas;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
